product_id,name
1695,Beach Bash Crunch Cereal
1156,Benefit Cereal
32,Berry Lucky Charms Cereal
34,Bill & Ted's Excellent Cereal
1686,Birthday Cake Remix Cereal
1668,Blasted Shreds: Cinnamon Toast Crunch Cereal
1667,Blasted Shreds: Peanut Butter Chocolate Cereal
1648,Blueberry Chex Cereal
434,Blueberry Monster Crunch Cereal
37,Blueberry Muffin Tops Cereal
1639,Blueberry Pancake Crunch Cereal
38,Body Buddies Cereal
40,Boo Berry Cereal
265,Bopperoos Cereal
444,Bran Chex Cereal
1458,Bran'nola Cereal
46,Breakfast With Barbie Cereal
47,Buc Wheats Cereal
632,Bunny Love Cereal
1521,Bunuelitos Cereal
49,Buzz Blasts Cereal
1753,Baby Shark Cereal
1198,Bakeroonies Cereal
1041,Bakery On Main Gourmet Granolas
18,Balance Cereal
414,Bamm-Baam Berry Pebbles Cereal
1275,BanaBerry Granola Cereal
1727,Banana Creme Frosted Flakes Cereal
1221,Banana Nut Cheerios Cereal
466,Banana Nut Granola Cereal
20,Banana Nut Granola (Sunbelt) Cereal
951,Banana Nut Rainforest Crisp Cereal
892,Banana Wackies Cereal
1572,Barbara's Better Granola Cereal
1086,Barbie As The Island Princess Cereal
1087,Barbie Fairytopia Cereal
23,Basic 4 Cereal
1483,Bear Naked Fit: Autumn Blend Cereal
468,Bear Naked Peanut Butter Granola Cereal
1147,Bedrock Blizzard Cocoa Pebbles Cereal
1146,Bedrock Blizzard Fruity Pebbles Cereal
1366,Beep Beep Cereal
27,Berry Basic Cereal
28,Berry Berry Kix Cereal
1706,Berry Blast Cheetah Chomps Cereal
1426,Berry Blossoms Cereal
30,Berry Bones Scooby-Doo Cereal
1602,Berry Bunnies Cereal
31,Berry Burst Cheerios - Strawberry Cereal
533,Berry Burst Cheerios - Strawberry Banana Cereal
532,Berry Burst Cheerios - Triple Berry Cereal
1495,Berry Cobbler Granola Cereal
418,Berry Colossal Crunch Cereal
1692,Berry Crumble Super Food Combos Cereal
1489,Berry Fruitful Cereal
416,Berry Krispies Cereal
1565,Berry Vanilla Puffs Cereal
1683,Birthday Cake Cookie Crisp Cereal
1708,Birthday Cake Froot Loops Cereal
1502,Black Currant Walnut Cereal
1497,Blackberry Hills Cereal
802,Blue Corn Flakes Cereal
1739,Blueberry Cheerios Cereal
35,Blueberry Morning Cereal
472,Blueberry Muesli Cereal
1357,Blueberry Squares Cereal
465,Blueberry Walnut Granola Cereal
1136,BoneWise Cereal
41,Bozo Frosted Flakes Cereal
926,Bozo's Little O's Cereal
1347,Bran & Fig Cereal
1303,Bran & Prune Flakes Cereal
1226,Bran Buds Cereal
43,Bran Flakes (Kellogg's) Cereal
44,Bran Flakes (Post) Cereal
45,Bran Muffin Crisp Cereal
1197,Bran News Cereal
1337,Breakfast Mates Cereal
1323,Breakfast On The Run Cereal
842,Breakfast O's Cereal
1047,Brookfarm Macadamia Muesli
843,Brown Rice Crisps Cereal
48,Bugs 'n' Mud
1760,Bunnies & Blossoms Cereal
1451,Bunny Crunch Cereal
417,Buttercups Cereal
50,C-3PO's Cereal
51,Cabbage Patch Kids Cereal
52,California Raisins Cereal
1550,Candy Corn Pebbles Cereal
53,Cap'n Crunch Cereal
626,Cat In The Hat Cereal
1747,Caticorn Cereal
56,Cheerios Cereal
1694,Cheerios Oat Crunch Cereal
1580,Chex Clusters Cereal
1564,Choco Chimps Cereal
432,Choco Donuts (Cap'n Crunch) Cereal
61,Chocolate Donutz Cereal
1673,Chocolate Frosted Flakes Cereal
1655,Chocolate Peanut Butter Cheerios Cereal
1538,Chocolate Toast Crunch Cereal
1193,Christmas Cookie-Crisp Cereal
67,Christmas Crunch Cereal
1720,Churros Cereal
1088,Cinnabon Caramel Pecan Crunch Cereal
68,Cinnabon Cinnamon Crunch Cereal
777,Cinna-Cluster Raisin Bran Cereal
1281,Cinnamon Chex Cereal
1631,Cinnamon Frosted Flakes Cereal
70,Cinnamon Marshmallow Scooby-Doo Cereal
69,Cinnamon Mini Buns Cereal
1640,Cinnamon Pebbles Cereal
1659,Cinnamon Roll Shredded Wheat Cereal
1217,Cinnamon Spice Crunch Cereal
1402,Cinnamon Streusel Cereal
73,Cinnamon Toasters Cereal
1661,Cinnamon Vanilla Lucky Charms Cereal
75,Clackers Graham Cereal
1162,Clusters Cereal
78,CoCo Wheats Cereal
1110,Cocoa Beach Granola Cereal
1132,Cocoa Puffs Combos Cereal
1653,Cocoa Puffs Ice Cream Scoops Cereal
1143,Concentrate Cereal
1297,Corn Flakes & Peaches Cereal
737,Corn Flakes & Strawberries Cereal
908,Cozmic Crunch (Cap'n Crunch) Cereal
102,Cracklin' Oat Bran Cereal
756,Crazy Cow - Chocolate Cereal
106,Crazy Cow - Strawberry Cereal
1696,Create A Crunch Cereal
109,Crispy Critters Cereal
114,Croonchy Stars Cereal
116,Cruncheroos Cereal
1332,Cupcake Pebbles Cereal
1112,Curves Honey Crunch Cereal
1113,Curves Whole Grain Crunch Cereal
1309,C.W. Post Cereal
894,Candy Corn Corn Pops Cereal
1594,Captain America: Civil War Cereal
604,Caramel Nut Crunch Cereal
1588,Caramel Popcorn Crunch Cereal
1093,Carb Well - Cinnamon Crunch Cereal
422,Carb Well - Golden Crunch Cereal
421,Carnival Berries (Cap'n Crunch) Cereal
713,Cars Cereal
1465,Cars 2 Cereal
1114,CerOs - Cinnamon Cereal
1115,CerOs - Original Cereal
1116,CerOs - Raspberry Cereal
1048,Chappaqua Crunch Granolas
1305,Charged Bran Cereal
1390,Checkr-Corn Flake Cereal
772,Cheerioats Cereal
1556,Cheerios + Ancient Grains Cereal
1546,Cheerios Protein - Cinnamon Almond Cereal
1547,Cheerios Protein - Oats & Honey Cereal
490,Cheetah Chomps Cereal
1316,Cherry Almond Crunch Cereal
1560,Chia Plus: Coconut Chia Granola Cereal
1209,Chief Corn Flakes
1670,Chips Ahoy! Cereal
439,Choc-Colossal Crunch Cereal
59,Choco Crunch (Cap'n Crunch) Cereal
1643,Chocolate Almond Clusters Cereal
1329,Chocolate Cheerios Cereal
60,Chocolate Chex Cereal
1369,Chocolate Frosted Flakes Cereal
1007,Chocolate Honey-Comb Cereal
681,Chocolate Kombos Cereal
64,Chocolate Lucky Charms Cereal
423,Chocolate Marshmallow Mateys Cereal
1434,Chocolate O's Cereal
891,Chocolate Wheats Cereal
1728,Chocolatey Berry Crunch Cereal
1464,Chocolatey Crunch Cereal
1370,Chocolatey Frosted Mini Spooners Cereal
65,Chocolatey Peanut Butter Crunch (Cap'n Crunch) Cereal
1715,Chocolatey Winter Lucky Charms Cereal
66,Chocos Cereal
63,Chrebet Crunch
919,Cini Minis Cereal
1361,Cinnabon Cereal
631,Cinna-Bunnies Cereal
555,Cinna-Crunch Pebbles Cereal
1280,Cinna-Graham Honey-Comb Cereal
1471,Cinnamon Almond Raisin Bran Cereal
1219,Cinnamon Apple Crisp Cereal
1432,Cinnamon Burst Cheerios Cereal
591,Cinnamon Cluster Crunch Cereal
1241,Cinnamon Crunch Cereal
1231,Cinnamon Crunch Cereal
431,Cinnamon Crunch (Cap'n Crunch) Cereal
1344,Cinnamon Crunch Crispix Cereal
1026,Cinnamon Crunch Granola Cereal
1675,Cinnamon French Toast Cereal
71,Cinnamon Grahams Cereal
571,Cinnamon Harvest Cereal
1492,Cinnamon Jacks Cereal
1570,Cinnamon Jungle Munch Cereal
1387,Cinnamon Nut Cheerios Cereal
1003,Cinnamon Oat Crunch Cereal
1144,Cinnamon Raisin Bran Cereal
861,Cinnamon Raisin Granola Cereal
1487,Cinnamon Roll Crunch Cereal
461,Cinnamon Shredded Wheat Cereal
72,Cinnamon Toast Crunch Cereal
1448,Cinna-mum-m-m Cereal
666,CinnaScary Apple Jacks Cereal
74,Circus Fun Cereal
857,Clifford Crunch Cereal
425,Coco Pops Cereal
77,Coco Roos Cereal
1237,Cocoa & Vanilla Bunnies Cereal
912,Cocoa Blasts Cereal
999,Cocoa Bumpers Cereal
1603,Cocoa Bunnies Cereal
424,Cocoa Corn Pops Cereal
1714,Cocoa Crisp Super Food Combos Cereal
1455,Cocoa Crispy Brown Rice Cereal
882,Cocoa Crispy Rice Cereal
440,Cocoa Dyno-Bites Cereal
665,Cocoa Freakies Cereal
426,Cocoa Frosted Flakes Cereal
79,Cocoa Hoots Cereal
80,Cocoa Krispies Cereal
611,Cocoa Krispies Choconilla Cereal
81,Cocoa Pebbles Cereal
82,Cocoa Puffs Cereal
1436,Cocoa Puffs Brownie Crunch Cereal
883,Cocomotion Cereal
1732,Coconut & Cashew Nut Butter Crunch Cereal
83,Colossal Crunch Cereal
531,Colossal Froot Loops Cereal
692,Common Sense Oat Bran Cereal
85,Complete All-Bran Cereal
899,Complete Bran Flakes Cereal
930,Complete Oat Bran Flakes Cereal
445,Complete Wheat Bran Flakes Cereal
1300,Cookie Crisp - Sprinkles Cereal
729,Cookie Crisp: Double Chocolate Cereal
734,Cookie Crisp: Peanut Butter Cereal
86,Cookie Crisp: Vanilla Wafer Cereal
1752,Cookie Doughn't You Want Some Cereal
88,Cookie-Crisp: Chocolate Chip Cereal
87,Cookie-Crisp: Oatmeal Cookie Cereal
1698,Cookies & Cream Cereal
1095,Cook's Flaked Rice
89,Corn Bran Cereal
90,Corn Bran Squares Cereal
1251,Corn Bursts Cereal
92,Corn Chex Cereal
93,Corn Crackos Cereal
1737,Corn Crunch Cereal
809,Corn Crunch-Ems Cereal
1296,Corn Flakes & Blueberries Cereal
765,Corn Flakes (Armour's)
1180,Corn Flakes (Arrowhead Mills) Cereal
835,Corn Flakes (Barbara's Bakery) Cereal
1076,Corn Flakes (Carnation)
873,Corn Flakes (Erewhon) Cereal
96,Corn Flakes (Kellogg's) Cereal
1254,Corn Flakes (Malt-O-Meal) Cereal
498,Corn Flakes (Nature's Path) Cereal
1072,Corn Flakes (Purity Brand)
95,Corn Flakes (Quaker) Cereal
97,Corn Flakes With Instant Bananas Cereal
427,Corn Flakes With Real Bananas Cereal
94,Corn Pops Cereal
492,Corn Puffs Cereal
99,Corn Soya Cereal
1169,Corn Toasties Cereal
1208,Corn Total Cereal
896,Corneroos Cereal
98,Corn-fetti Cereal
100,Corny-Snaps Cereal
1291,Cosmic Krispies Cereal
1738,Cotton Candy Crunch Cereal
101,Count Chocula Cereal
1295,Count Off Cereal
1385,Country Corn Bran Cereal
587,Country Corn Flakes Cereal
1166,Country Crisp Cereal
682,Country Morning Cereal
683,Country Morning With Raisins And Dates Cereal
103,Cracker Jack Cereal Cereal
680,Cracklin' Bran Cereal
1024,Cranapple Crunch Granola Cereal
104,Cranberry Almond Crunch Cereal
808,Cranberry Crunch Cereal
1258,Cranberry Sunshine Cereal
614,Cran-Vanilla Crunch Cereal
1098,Creepy Cocoa Rice Krispies Cereal
1288,Crisp Crunch Cereal
108,Crispix Cereal
1343,Crispix Krispies Cereal
871,Crispy Brown Rice - Gluten Free Cereal
870,Crispy Brown Rice - No Salt Added Cereal
869,Crispy Brown Rice - Original Cereal
874,Crispy Brown Rice with Mixed Berries Cereal
110,Crispy Numbers Cereal
769,Crispy Oatmeal & Raisin Chex Cereal
111,Crispy Rice (Malt-O-Meal) Cereal
488,Crispy Rice (Nature's Path) Cereal
918,Crispy Rice (Ralston) Cereal
112,Crispy Wheat Cereal
428,Crispy Wheaties 'n Raisins Cereal
840,Crispy Wheats Cereal
113,Crispy Wheats 'n Raisins Cereal
115,Crunch Berries (Cap'n Crunch) Cereal
1403,Crunch Treasures Cereal
1012,Crunchy Blends: Just Right Fruit And Nut Cereal
1013,Crunchy Blends: Low Fat Granola With Raisins Cereal
1014,Crunchy Blends: Low Fat Granola Without Raisins Cereal
117,Crunchy Bran Cereal
1036,Crunchy Coconut Granola Cereal
446,Crunchy Corn Bran Cereal
1271,Crunchy Granola With Raisins Cereal
118,Crunchy Loggs Cereal
119,Crunchy Loggs - Strawberry Cereal
1397,Crunchy Maple Sunrise Cereal
120,Crunchy Nut Corn Flakes Cereal
730,Crunchy Nut Oh's Cereal
1405,Crunchy Nut: Golden Honey Nut Flakes Cereal
1406,Crunchy Nut: Roasted Nut & Honey O's Cereal
1479,Crunchy Nut: Caramel Nut Cereal
1398,Crunchy Vanilla Sunrise Cereal
1230,Cubs Cereal
1282,Curves Fruit & Nut Crunch Cereal Cereal
1151,Dark Chocolate Almond Granola Cereal
1619,Dark Cocoa Karma Cereal
1634,Despicable Me Cereal
512,Diet Frosted Rice Puffs Cereal
511,Diet Frosted Wheat Puffs Cereal
122,Dinersaurs Cereal
124,Dino Pebbles Cereal
1688,Dippin' Dots Banana Split Cereal
1637,Disney Princess Cereal
1719,Donettes Cereal
127,Donkey Kong Cereal
1674,Donut Shop Cereal
443,Double Chex Cereal
129,Double Dip Crunch Cereal
130,Dunkin' Donuts Cereal
515,Dutch Apple Cereal
1537,Dark Chocolate Crunch Cheerios Cereal
806,Date Almond Flavor Granola Cereal
513,Deep-Sea Crunch (Cap'n Crunch) Cereal
885,Diamond Shreddies Cereal
736,Dino S'mores Pebbles Cereal
1059,Divinely D'lish Granolas
128,Donkey Kong Jr. Cereal
640,Dora The Explorer Cereal
1677,Double Chocolate Brownie Crunch Cereal
1210,Dr. Price's Corn Flakes
448,Dr. Sears Zone Cereal
1608,Dragon Adventure Crunch Cereal
1412,Drinket Cereal
1741,Drumstick Cereal
1460,Dulce De Leche Cheerios Cereal
514,Dunk-A-Balls (Wheaties) Cereal
1192,Dynaman Cereal
133,E.T. Cereal
1102,Egg-O-See
779,Elijah's Manna Cereal
1363,Extra Cereal
459,E.C. Corn Flakes
1213,Eat My Shorts Cereal
516,Eggo - Cinnamon Toast Cereal
132,Eggo - Maple Syrup Cereal
1771,Eggo Blueberry Cereal
1770,Eggo Homestyle Cereal
807,Empower Cereal
1065,Energy Start Cereal
1442,Ensemble Cereal
1057,Erin Baker's Granolas
953,Essential 10 Cereal
519,Ezekiel 4:9 Almond Cereal
517,Ezekiel 4:9 Cinnamon Raisin Cereal
520,Ezekiel 4:9 Golden Flax Cereal
518,Ezekiel 4:9 Original Cereal
1593,Finding Dory Cereal
636,Finding Nemo Cereal
1322,Fingos Cereal
509,Flax Plus Red Berry Crunch Cereal
137,Flutie Flakes
1167,Fortified Oat Flakes Cereal
139,Franken Berry Cereal
140,Freakies Cereal
141,French Toast Crunch Cereal
1735,Friends Bunnies Cereal
1290,Frosted Bran Cereal
143,Frosted Cheerios Cereal
1622,Frosted Flakes With Marshmallows Cereal
1108,Frosted Mini-Wheats: Blueberry Muffin Cereal
1289,Frosted Rice Chex Juniors Cereal
1557,Frozen Cereal
156,Fruit & Nut Granola Cereal
1150,Fruit And Nut Granola Cereal
154,Fruit Brute Cereal
160,Fruit Islands Cereal
1328,Fruit Wheats Cereal
161,Fruity Marshmallow Krispies Cereal
162,Fruity Pebbles Cereal
619,Fairly Odd Parents Cereal
1056,Feed Granolas
814,Fiber 7 Cereal
527,Fiber One - Caramel Delight Cereal
1223,Fiber One - Frosted Shredded Wheat Cereal
525,Fiber One - Honey Clusters Cereal
526,Fiber One - Raisin Bran Clusters Cereal
1734,Fiber One - Strawberries & Vanilla Clusters Cereal
1494,Fiber One 80: Chocolate Cereal
1462,Fiber One 80: Honey Squares Cereal
135,Fiber One Bran Cereal
1536,Fiber One Protein - Cranberry Almond Cereal
1535,Fiber One Protein - Maple Brown Sugar Cereal
1374,FiberPlus Antioxidants: Berry Yogurt Crunch Cereal
1435,FiberPlus Antioxidants: Caramel Pecan Crunch Cereal
1375,FiberPlus Antioxidants: Cinnamon Oat Crunch Cereal
1134,FiberWise Cereal
553,Fiesta Fruity Pebbles Cereal
1349,Fig & Bran Cereal
1742,Fillows Cereal
1060,Fiona's All Natural Granolas
594,Flakes & Fiber with Oats Cereal
1070,Flax & Fiber Crunch Cereal
1408,Flax Plus Maple Pecan Crunch Cereal
499,Flax Plus Multibran Cereal
508,Flax Plus Pumpkin Raisin Crunch Cereal
500,Flax Plus Raisin Bran Cereal
1326,Flax Right Pomegranate Raspberry Clusters Cereal
138,Force
529,Freaky Froot Loops Cereal
1702,Freedom Crunch Cereal
1642,French Toasters Cereal
1131,French Vanilla Crisp Cereal
954,French Vanilla Granola Cereal
1126,French Vanilla Granola With Almonds Cereal
1454,Frightening Froot Loops Cereal
1561,Froot Loop Bloopers Cereal
142,Froot Loops Cereal
1138,Froot Loops Marshmallows Cereal
530,Froot Loops Smoothie Cereal
1501,Froot Loops Treasures Cereal
1522,Froot Loops With Ghosts Cereal
442,Frosted Chex Cereal
1279,Frosted Double Dip Crunch Cereal
1315,Frosted Flakes Cereal
144,Frosted Flakes (Kellogg's) Cereal
145,Frosted Flakes (Malt-O-Meal) Cereal
907,Frosted Flakes (Manischewitz) Cereal
580,Frosted Flakes Gold Cereal
1583,Frosted Flakes With Energy Clusters Cereal
612,Frosted Krispies Cereal
147,Frosted Mini Chex Cereal
148,Frosted Mini Spooners Cereal
149,Frosted Mini-Wheats Cereal
1236,Frosted Mini-Wheats Little Bites - Chocolate Cereal
1473,Frosted Mini-Wheats Little Bites - Cinnamon Roll Cereal
1225,Frosted Mini-Wheats Little Bites - Honey Nut Cereal
544,Frosted Mini-Wheats: Big Bite Cereal
539,Frosted Mini-Wheats: Bite Size Cereal
541,Frosted Mini-Wheats: Cinnamon Streusel Cereal
1774,Frosted Mini-Wheats: Filled Cereal
1775,Frosted Mini-Wheats: Fruit Medley Cereal
543,Frosted Mini-Wheats: Maple & Brown Sugar Cereal
1586,Frosted Mini-Wheats: Pumpkin Spice Cereal
677,Frosted Mini-Wheats: Strawberry Cereal
540,Frosted Mini-Wheats: Strawberry Delight Cereal
1404,Frosted Mini-Wheats: Touch Of Fruit Cereal
542,Frosted Mini-Wheats: Vanilla Creme Cereal
1691,Frosted Mini-Wheats: Vanilla Latte Cereal
720,Frosted Oat Flakes Cereal
1604,Frosted Oat Flakes Cereal
150,Frosted Rice Cereal
733,Frosted Rice Krinkles Cereal
146,Frosted Rice Krispies Cereal
151,Frosted Shredded Wheat Cereal
1699,Frosted Shredded Wheat: Chocolate Strawberry Cereal
1700,Frosted Shredded Wheat: Strawberry Cereal
1461,Frosted Toast Crunch Cereal
1449,Frosted Wheat Bites Cereal
537,Frosted Wheat Squares Cereal
538,Frosted Wheaties Cereal
890,Frosted Wheats Cereal
152,Frosties Cereal
153,Frosty O's Cereal
155,Fruit & Bran Cereal
549,Fruit & Fibre: Apples & Cinnamon Cereal
157,"Fruit & Fibre: Dates, Raisins & Walnuts Cereal"
550,Fruit & Fibre: Mountain Trail Cereal
548,"Fruit & Fibre: Peaches, Raisins & Almonds Cereal"
462,Fruit And Nut Granola Cereal
546,Fruit Harvest: Banana Berry Cereal
547,Fruit Harvest: Peach Strawberry Cereal
159,Fruit Harvest: Strawberry Blueberry Cereal
1314,Fruit Rings Cereal
731,Fruitangy Oh's Cereal
881,Fruit-e-O's Cereal
1391,Fruitful Bran Cereal
1411,Fruitful O's Cereal
1238,Fruity Bunnies Cereal
536,Fruity Cheerios Cereal
1353,Fruity Confetti Froot Loops Cereal
441,Fruity Dyno-Bites Cereal
158,Fruity Freakies Cereal
1722,Fruity Lucky Charms Cereal
1518,Fruity Pebbles Xtreme Cereal
906,Fruity's Cereal
164,G.I. Joe Action Stars Cereal
668,Galactic Crunch (Cap'n Crunch) Cereal
165,Ghostbusters Cereal
1662,Gingerbread Spice Life Cereal
1633,Girl Scouts Caramel Crunch Cereal
1632,Girl Scouts Thin Mints Cereal
168,Golden Grahams Cereal
1687,Golden Oreo O's Cereal
1199,Golden Raisin Crisp Cereal
1635,GOLEAN Chocolate Crunch Cereal
171,Good Friends Cereal
1459,Graham Chex Cereal
684,Graham Cracko's Cereal
172,Grand Slams Cereal
174,Granula
175,Grape-Nuts Cereal
1004,Grape-Nuts Trail Mix Crunch: Cranberry Vanilla Cereal
178,Gremlins Cereal
1062,Galaxy Granolas
1386,Garfield Cereal
1392,Gerber Toasted Oat Rings
638,Ghostbusters 2 Cereal
1364,Ghosties Cereal
952,Ginger Hemp Granola Cereal
946,Ginger Snap Granola Cereal
476,Ginger Zing Granola Cereal
1270,GinkgO's Cereal
1269,Ginseng Crunch Cereal
938,Glucerna: Crunchy Flakes 'n Almonds Cereal
940,Glucerna: Crunchy Flakes 'n Raisins Cereal
939,Glucerna: Crunchy Flakes 'n Strawberries Cereal
1562,Go Diego Go! Cereal
578,Go Lean Cereal
1477,Go Lean Crisp! Cinnamon Crumble Cereal
1331,Go Lean Crisp! Toasted Berry Crumble Cereal
166,Go Lean Crunch! Cereal
579,Go Lean Crunch! Honey Almond Flax Cereal
1523,Go Lean: Vanilla Graham Clusters Cereal
1317,Goji Berry Flake & Cluster Cereal
601,Gold Medal Raisin Bran Cereal
1043,Goldberg Sugar Frosted Flakes
167,Golden Crisp Cereal
1433,Golden Goodness Cereal
958,Golden Honey Granola Cereal
169,Golden Nuggets Cereal
170,Golden Puffs Cereal
1716,Golden Turmeric Cereal
1610,GOLEAN Clusters Vanilla Pepita Cereal
1680,GOLEAN Peanut Butter Crunch Cereal
404,Good Friends: Cinna-Raisin Crunch Cereal
1514,Good Morenings: Berry Loops Cereal
1512,Good Morenings: Cocoa Cinnamon Crunch Cereal
1517,Good Morenings: Frosted Flakes Cereal
1513,Good Morenings: Strawberry And Creme Cereal
1516,Good Morenings: Vanilla O's Cereal
1515,Good Morenings: Waffle Crunch Cereal
510,Gorilla Munch Cereal
996,Graham Bumpers Cereal
841,Grain Shop Cereal
1229,Grains Of Gold
965,Granola: Blueberry 'n Cream Cereal
1187,Granola: Crunchy Oat Bran Cereal
964,Granola: Mocha Almond Crunch Cereal
969,Granola: Pralines 'n Cream Cereal
967,Granola: Raspberry 'n Cream Cereal
962,Granola: Strawberry 'n Cream Cereal
968,Granola: Triple Berry Crunch Cereal
780,Granose Flakes Cereal
853,Grants Hygienic Breakfast Food
1490,Grape-Nuts Fit Cereal
176,Grape-Nuts Flakes Cereal
557,Grape-Nuts O's Cereal
558,Grape-Nuts Trail Mix Crunch Cereal
559,Grape-Nuts Trail Mix Crunch: Maple Nut & Brown Sugar Cereal
1194,Great Goodstuff Cereal
630,Great Grains - Crunchy Pecans Cereal
177,"Great Grains - Raisins, Dates & Pecans Cereal"
1542,Great Grains Digestive Blend - Berry Medley Cereal
1543,Great Grains Digestive Blend - Vanilla Graham Cereal
1554,Great Grains Granola - Blueberry Flax Cereal
1555,Great Grains Granola - Super Nutty Cereal
1493,Great Grains Protein: Cinnamon Hazelnut Cereal
1486,Great Grains Protein: Honey Oats & Seeds Cereal
1524,Great Grains: Blueberry Pomegranate Cereal
1676,Great Grains: Coconut Almond Crunch Cereal
1769,Great Grains: Raisin Cluster Crunch Cereal
867,Great Measure Cereal
714,Green Slime (Nickelodeon) Cereal
430,Halloween Crunch (Cap'n Crunch) Cereal
182,Harmony Cereal
1623,Healthy Choice Cereal
1365,Heart Of Oats Cereal
1157,Heartland Natural Cereal
862,Hearty Morning Cereal
185,Hidden Treasures Cereal
1201,High School Musical Cereal
1552,Holiday Sprinkles Cookie Crisp Cereal
186,Homer's Cinnamon Donut Cereal
685,Honey & Nut Corn Flakes Cereal
1723,Honey Bun Cereal
1319,Honey Bunches Of Oats with Pecan Bunches Cereal
1599,Honey Bunches of Oats: Chocolate Cereal
620,Honey Frosted Wheaties Cereal
1654,Honey Maid S'mores Cereal
198,Honey Nut Chex Cereal
1697,Honey Nut Crunch Raisin Bran Cereal
412,Honey Nut Scooters Cereal
192,Honey-Comb Cereal
637,Hulk Cereal
206,Hunny B's Cereal
1100,Huskies Cereal
184,Halfsies Cereal
1341,Halloween Brew Waffle Crisp Cereal
1394,Halloween Rice Krispies Cereal
1233,Hannah Montana Cereal
627,Haunted Apple Jacks Manor Cereal
629,Haunted Cocoa Rice Krispies Manor Cereal
628,Haunted Froot Loops Manor Cereal
1061,Health Best Granolas
712,Healthy Choice Mueslix Cereal
1066,Heart Basics Cereal
852,Heart Mates Cereal
576,Heart To Heart With Wild Blueberry Clusters Cereal
1137,Heart To Heart: Blueberry Cereal
575,Heart To Heart: Honey Toasted Cereal
1503,Heart To Heart: Nutty Chia Flax Cereal
1362,Heart To Heart: Warm Cinnamon Cereal
1027,Heartland Low Fat Granola Cereal
1028,Heartland Low Fat Granola With Raisins Cereal
1029,Heartland Original Granola Cereal
1030,Heartland Original Granola With Raisins Cereal
815,Heartwise (Health Valley) Cereal
721,Heartwise (Kellogg's) Cereal
949,Hearty Raisin Bran Cereal
464,Heavenly Chocolate Granola Cereal
616,Heinz Rice Flakes
475,Hemp Plus Granola Cereal
483,Heritage Bites Cereal
471,Heritage Muesli Cereal
506,Heritage Multigrain Cereal
489,Heritage O's Cereal
1754,Hero Crunch Cereal
1519,Hershey's Cookies 'n' Cream Cereal
1772,Hershey's Kisses Cereal
849,Hi-Lo: Maple Pecan Cereal
848,Hi-Lo: Original Cereal
851,Hi-Lo: Strawberry Cereal
850,Hi-Lo: Vanilla Almond Cereal
1207,Hi-Pro Cereal
1067,Hi-Protein Crunch Cereal
1286,Ho Ho Holiday Rice Krispies Cereal
1052,Holiday Froot Loops Cereal
